GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
860Z200US95950,ZCTA5 95950,171,95,0,20.7,15.2,21.4,2.9,5.5,16.4,18.1,31.6,27.1,6.4,11.3,21.6,28.1,0,20.7,0,20.7,5.8,10.4,45590,21791,57226,26142,36.8,(X),(X),(X),(X),(X),101,81,0,31.5,0,31.5,15.8,24.5,0,31.5,37.6,38.3,0,31.5,36.6,44,0,31.5,0,31.5,9.9,16.9,-,**,73901,38398,(X),(X),46.5,(X),(X),(X),65,70,0,40.8,0,40.8,0,40.8,0,40.8,27.7,41.5,0,40.8,56.9,49.5,0,40.8,0,40.8,15.4,29.9,75980,32702,N,N,(X),(X),(X),(X),(X),(X),70,58,0,39.3,37.1,44.3,7.1,14.2,40,35.1,0,39.3,15.7,26.5,0,39.3,0,39.3,0,39.3,0,39.3,25500,16992,27591,13954,(X),(X),(X),(X),0,(X)
860Z200US95951,ZCTA5 95951,845,138,4.7,4.7,10.9,6.5,9.3,6,11.5,7.4,10.5,7.8,22,11.7,9.5,5.6,9.7,8.2,7.9,6.1,3.9,4.9,56685,17591,68223,12668,23.7,(X),(X),(X),(X),(X),612,117,2.9,4.7,5.2,4.4,8.7,7.5,11.4,9.2,14.5,10.1,16,9.9,13.1,8.2,13.4,11.1,9.3,8.2,5.4,6.3,62100,19798,78733,16619,(X),(X),26.5,(X),(X),(X),444,102,0,8.6,2,3,8.1,9.6,13.7,12.6,8.3,8.1,18,12.9,18,10.9,15.1,14.7,9.2,9.8,7.4,8.8,69808,27118,N,N,(X),(X),(X),(X),(X),(X),233,108,9.4,12.5,25.8,21,11.2,12.3,11.6,15.2,0,15.7,37.8,26.2,0,15.7,0,15.7,4.3,6.6,0,15.7,-,**,40615,15301,(X),(X),(X),(X),16.3,(X)
860Z200US95953,ZCTA5 95953,3406,240,4.5,2.7,7.7,3.6,8.9,3.3,3.6,2.5,12.5,4.3,17.4,4.9,9.5,3.5,20,5,8.1,3.1,7.8,2.7,68951,8297,86860,8767,38.4,(X),(X),(X),(X),(X),2691,229,5.2,3.3,4.8,3.5,4.3,2.7,3,2.7,12,5.1,20.7,6.2,13.3,4.9,19.4,6.3,8.2,3.4,9,3.3,74918,12517,93679,10769,(X),(X),38.9,(X),(X),(X),1760,196,1.4,2.2,0.3,0.6,4.5,3.4,4.4,3.9,11.2,6,25.3,8.6,11.6,5.4,20.2,7.6,10.7,4.8,10.3,4.3,81061,14443,N,N,(X),(X),(X),(X),(X),(X),715,178,4.6,6.7,18.6,9.5,26.3,11.7,5.7,7.1,16.4,9.4,3.9,4.6,2.2,3.2,14.1,9.3,5,6.1,3.1,4.6,27782,13768,54522,12695,(X),(X),(X),(X),33.7,(X)
860Z200US95954,ZCTA5 95954,4000,357,5.2,2.5,2.4,1.9,7.8,3.2,9.1,3.3,14.8,4.6,21.4,5.2,11.2,4.3,18.7,5.2,3.9,2.1,5.6,3.9,58694,6566,76136,10247,48.9,(X),(X),(X),(X),(X),2610,355,3.1,2.6,0,1.5,4.1,2.3,10.4,5.2,10.7,3.5,23,6.8,13,6.2,23.1,7.2,5.3,3,7.3,5.5,71442,16262,89221,12326,(X),(X),50,(X),(X),(X),1764,286,0,2.2,0,2.2,4.4,2.7,9,5.3,12,4.5,25.9,8.3,12.2,8.3,27.2,9,4.5,2.8,4.9,4.7,71518,15602,N,N,(X),(X),(X),(X),(X),(X),1390,244,9.1,6,6.9,5.2,15.8,7.7,9.2,4.8,20.8,9.9,21.8,9.7,6.8,5.2,7.4,4.5,0,2.8,2.2,3.7,39423,3363,47810,9208,(X),(X),(X),(X),45.8,(X)
860Z200US95955,ZCTA5 95955,538,125,3.9,4.5,0,7.2,26.2,15,10.2,10.3,8,5.1,10.8,5.8,12.8,6.2,11,5.8,7.2,4.4,9.9,6.9,52250,33099,82598,21360,46.5,(X),(X),(X),(X),(X),388,111,2.3,3.8,0,9.8,16.2,12.1,12.6,12.6,8.2,5.9,14.4,7.7,12.9,7.1,13.9,6.7,7.2,5.4,12.1,8.8,71667,19687,95163,24272,(X),(X),50,(X),(X),(X),318,85,2.8,4.8,0,11.8,19.8,13.7,1.3,2.2,8.2,6.2,14.8,8.7,14.2,8.6,15.4,7.6,8.8,6.8,14.8,10.3,78889,22952,N,N,(X),(X),(X),(X),(X),(X),150,89,8,13.3,0,23.1,52,35.1,8.7,14.6,7.3,9,4,7.7,5.3,10.4,8,11,2.7,5,4,8,-,**,44593,28127,(X),(X),(X),(X),34.7,(X)
860Z200US95956,ZCTA5 95956,180,86,11.7,17.6,0,19.8,0,19.8,0,19.8,15,18.2,39.4,26.5,0,19.8,10,16.1,18.3,16.5,5.6,9.3,61182,20972,90419,37728,78.9,(X),(X),(X),(X),(X),108,57,0,30,0,30,0,30,0,30,25,28.4,31.5,31.9,0,30,16.7,26.1,17.6,25.2,9.3,14.7,-,**,107870,54245,(X),(X),64.8,(X),(X),(X),108,57,0,30,0,30,0,30,0,30,25,28.4,31.5,31.9,0,30,16.7,26.1,17.6,25.2,9.3,14.7,-,**,N,N,(X),(X),(X),(X),(X),(X),72,64,29.2,42,0,38.8,0,38.8,0,38.8,0,38.8,51.4,48.4,0,38.8,0,38.8,19.4,31.3,0,38.8,61014,46158,64242,39309,(X),(X),(X),(X),100,(X)
860Z200US95957,ZCTA5 95957,268,55,3.4,3.5,3.7,3.2,7.1,5,7.5,6.8,9.7,7,15.3,8.5,12.7,9.5,20.1,10.2,7.8,5.8,12.7,8,77250,13176,103952,17592,51.5,(X),(X),(X),(X),(X),188,46,0,19,1.1,2,6.4,5.9,8,8.8,2.7,4.1,30.9,14,12.2,9.7,10.6,7,11.2,8.2,17,11.1,83750,37117,115244,23557,(X),(X),49.5,(X),(X),(X),137,35,0,24.9,0,24.9,4.4,5,1.5,2.2,3.6,5.6,20.4,11.6,16.8,12.5,14.6,9,15.3,10.7,23.4,15.2,108125,28236,N,N,(X),(X),(X),(X),(X),(X),80,32,11.3,11.7,10,10.2,8.8,10.5,22.5,19.7,10,8.2,2.5,4.5,15,17.7,17.5,15.8,0,36.7,2.5,3.9,34545,19452,60660,22562,(X),(X),(X),(X),38.8,(X)
860Z200US95958,ZCTA5 95958,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US95959,ZCTA5 95959,7605,541,4.8,2,4.1,2,7.2,2.6,6,2.1,10,2.7,17.5,3.8,9.3,2.5,18.2,3.7,9.1,3.2,13.8,2.7,75625,9307,110421,9497,30.4,(X),(X),(X),(X),(X),4818,354,2.4,2,4.6,3.3,5.6,2.4,6.2,3.4,9.3,3.8,14.4,4,9.4,2.8,21.1,4.3,11.6,4.4,15.4,4.1,97704,19985,123469,13134,(X),(X),31.1,(X),(X),(X),3967,383,2.3,2.4,4.4,3.5,5,2.8,3.5,2.4,7.2,3.7,13.6,3.9,10.5,3.2,23.6,5.2,12.8,5,17.1,4.4,103576,9395,N,N,(X),(X),(X),(X),(X),(X),2787,411,9.9,4.4,4.4,2.8,10.7,5.5,10.3,4.2,11.4,4.1,17.9,6.8,8,4.4,12.5,5.2,5.8,3.7,9,3.9,52831,11442,79625,12474,(X),(X),(X),(X),28,(X)
860Z200US95960,ZCTA5 95960,252,84,16.7,13.5,15.1,16,12.3,10.4,5.6,6.7,15.9,11.6,6.3,7,4.8,6.2,20.6,19.2,0.8,1.4,2,3.4,37586,34161,51663,18198,30.6,(X),(X),(X),(X),(X),117,76,12,13.6,0,28.2,6.8,11.8,11.1,15.3,15.4,16.1,0,28.2,6,10.1,44.4,31.3,0,28.2,4.3,7.3,-,**,77670,23192,(X),(X),43.6,(X),(X),(X),69,59,0,39.6,0,39.6,0,39.6,11.6,22.1,5.8,12.8,0,39.6,0,39.6,75.4,30.1,0,39.6,7.2,15.9,101705,4883,N,N,(X),(X),(X),(X),(X),(X),135,69,20.7,20.8,28.1,27.4,17,18.8,4.4,7.6,12.6,18.1,11.9,12.8,3.7,7.1,0,25.2,1.5,2.6,0,25.2,15250,7140,28221,11142,(X),(X),(X),(X),13.3,(X)
860Z200US95961,ZCTA5 95961,9766,479,3.8,1.5,3.6,1.4,7.5,2.3,5.9,1.7,9.5,2.3,19.8,3.3,16.6,3.3,16.5,3.3,9.1,2,7.8,2.1,74819,8593,94760,7516,40.1,(X),(X),(X),(X),(X),7425,475,2.6,1.4,2.6,1.3,4.6,2.1,5.8,2.1,11.4,2.9,19,3.5,17.2,3.1,17.5,4,9.9,2.5,9.5,2.6,82287,7303,101594,9248,(X),(X),40.7,(X),(X),(X),5463,418,2.1,1.6,0.5,0.6,3.3,2,5.5,2.2,7.9,2.6,17.6,4.3,18.6,4,20.3,4.8,12.1,3.4,12,3.6,91288,9146,N,N,(X),(X),(X),(X),(X),(X),2341,498,7.6,4.7,8.8,4.2,20.7,7.5,7.3,4.2,5.7,4.1,21,8.1,17.8,9.5,7.3,3.4,1.6,2,2.1,2.7,49676,15518,57701,12476,(X),(X),(X),(X),36.6,(X)
860Z200US95962,ZCTA5 95962,455,156,1.8,3.8,0,8.4,7,10.8,12.3,16.2,2.6,4.4,35.2,26,0,8.4,7.7,11.2,21.1,18.9,12.3,10.4,73090,41252,101444,26761,36.3,(X),(X),(X),(X),(X),262,137,0,14.1,0,14.1,0,14.1,15.3,24.4,4.6,7.7,46.6,36.4,0,14.1,13.4,19.8,9.5,17.1,10.7,16.5,72972,26202,92684,30416,(X),(X),15.3,(X),(X),(X),235,121,0,15.6,0,15.6,0,15.6,17,25.3,5.1,8.4,40.4,35,0,15.6,14.9,21.6,10.6,18.6,11.9,18.8,73608,37022,N,N,(X),(X),(X),(X),(X),(X),193,108,4.1,9.8,0,18.6,16.6,24.3,8.3,16.9,0,18.6,19.7,30.6,0,18.6,0,18.6,36.8,31.8,14.5,23.1,-,**,113335,46404,(X),(X),(X),(X),64.8,(X)
860Z200US95963,ZCTA5 95963,5537,266,4.9,2.1,3.6,1.6,6.9,2.5,7.9,2.8,13.6,3.6,22.8,4.1,14,2.9,16.2,3.3,6.4,2.3,3.8,1.3,65057,4353,77454,4954,40.4,(X),(X),(X),(X),(X),4176,295,3.4,2,1.6,1.1,4.4,2.4,6.1,2.8,13.6,4.2,20.6,4.2,18.1,3.7,19.2,3.8,8.1,2.8,5,1.7,77602,9494,87660,5508,(X),(X),41.6,(X),(X),(X),3192,325,1.2,1,1.1,0.9,1.3,1.1,6.9,3.7,10.7,4,18.4,4.5,21,4.5,23.2,5,9.8,3.6,6.5,2.2,88470,5825,N,N,(X),(X),(X),(X),(X),(X),1361,261,10.1,5,9.9,5.9,23.6,7.8,13.7,6.4,13.8,6.7,19.6,8.5,3.2,2.6,4.9,4.1,1,1.7,0.1,0.3,28125,5184,39827,6266,(X),(X),(X),(X),35.8,(X)
860Z200US95965,ZCTA5 95965,7377,508,7.6,2.8,3.6,1.5,12.4,3.5,15.3,2.6,15.1,3.4,15.2,3.5,10.1,2.9,11,2.9,4.8,1.4,5,1.8,45406,5661,68349,5670,38.4,(X),(X),(X),(X),(X),4445,429,6,4,2.8,2,8.1,3.6,14.3,4,14.3,3.8,17.7,4,10.7,2.7,14.2,4.3,5.9,2.1,6,2.7,52308,6881,75178,7216,(X),(X),39.9,(X),(X),(X),2623,350,3.4,2.8,1.9,1.9,3.6,2.1,10.5,4.1,17.2,5.6,16.8,5,12.7,3.7,18,6,7.6,3.6,8.3,4.4,69212,12159,N,N,(X),(X),(X),(X),(X),(X),2932,422,11.1,4.1,7.2,3.3,16.5,5.5,19.6,5.7,15.1,4.8,13.2,5.1,8.9,7,3.7,2,1.4,1.7,3.2,2.2,31162,5558,51658,8236,(X),(X),(X),(X),33.7,(X)
860Z200US95966,ZCTA5 95966,11978,650,4.8,1.6,5,1.3,11.1,2.8,9.1,2.1,10.9,2.3,15.4,2.2,13.5,2.4,15.3,2.5,9,2.2,6.1,1.6,62519,4795,83265,5992,42.4,(X),(X),(X),(X),(X),7714,590,1.4,0.9,1.3,0.8,9.7,3.6,8.4,2.6,9.7,2.4,15.7,2.8,14.3,3.2,19.7,3.2,12.3,3.2,7.4,2,81667,7165,98675,7206,(X),(X),42,(X),(X),(X),5778,520,0.9,0.9,0.8,0.7,4.2,1.9,7.7,2.8,8.7,2.9,15.8,2.8,16.7,3.7,22.5,3.8,13.6,3.8,9,2.6,92744,4759,N,N,(X),(X),(X),(X),(X),(X),4264,502,11.4,3.8,11.5,3.3,14.6,4,13,4,14.6,4.8,13.7,3.7,11.4,4.2,4.5,2.1,2.3,1.4,3,1.6,34641,4376,49356,5254,(X),(X),(X),(X),38.7,(X)
860Z200US95968,ZCTA5 95968,538,150,1.9,2.7,3.2,3.9,8.7,8.7,26.6,14.1,16.2,13.1,11,10.8,3.5,5.9,10.4,8.6,14.1,13.5,4.5,6.3,41875,21177,80112,26081,23.4,(X),(X),(X),(X),(X),412,127,2.4,3.6,9.5,11,1.5,2.6,22.6,14.7,7.3,9,14.3,14.4,4.6,7.4,13.6,11,18.4,16.8,5.8,8.4,72905,43818,93589,32938,(X),(X),28.6,(X),(X),(X),234,98,4.3,6.5,0,15.7,2.6,4.9,3.8,5.9,12.8,15.2,25.2,24,8.1,13.6,14.1,14.3,18.8,22.9,10.3,14.8,82895,35691,N,N,(X),(X),(X),(X),(X),(X),126,93,0,26.7,13.5,18.1,17.5,25.6,39.7,37.3,29.4,37.4,0,26.7,0,26.7,0,26.7,0,26.7,0,26.7,31200,3923,29235,5125,(X),(X),(X),(X),6.3,(X)
860Z200US95969,ZCTA5 95969,3447,301,11.5,6,6.8,2.5,5.7,2.6,12.7,5.8,8.2,3,13.9,4.8,13.2,4.4,17.7,6.2,3.5,2,6.9,3.2,63975,18587,82788,12243,31.4,(X),(X),(X),(X),(X),2082,230,9.3,8.6,0.6,1,3.7,3.2,11.3,6.2,4.6,2.1,13,4.2,17,6.9,26.5,9.6,3.2,2.7,10.9,5,90711,14713,104508,18468,(X),(X),36.3,(X),(X),(X),1634,258,9.5,10.6,0,2.4,1.8,1.6,11.9,7.8,4,2.3,10,4.4,20.1,8.6,25.6,10.6,4,3.4,13,6.3,92426,10835,N,N,(X),(X),(X),(X),(X),(X),1365,307,14.8,6.3,16.2,6.7,8.7,4.6,17.1,11.9,14.4,6.8,14.7,9.5,7.5,4.4,2.8,2.5,2.9,2.9,0.9,1.1,27389,10063,46972,11403,(X),(X),(X),(X),23.9,(X)
860Z200US95970,ZCTA5 95970,183,65,1.6,3.9,0,19.5,1.6,3.6,8.2,11.9,20.8,12.7,11.5,9.1,14.8,10.1,4.9,4.1,22.4,16.9,14.2,11.4,82054,47360,119313,30704,33.3,(X),(X),(X),(X),(X),135,51,2.2,5.3,0,25.2,0,25.2,11.1,15.8,9.6,7.5,4.4,4.8,20,14.2,5.2,5.5,30.4,21.3,17,14.9,117188,106573,140857,36891,(X),(X),37,(X),(X),(X),129,53,0,26.2,0,26.2,0,26.2,11.6,16.6,10.1,7.9,4.7,5.1,18.6,14.9,5.4,5.7,31.8,22.2,17.8,15.4,149583,97091,N,N,(X),(X),(X),(X),(X),(X),48,35,0,47.5,0,47.5,6.3,13.2,0,47.5,52.1,34.3,31.3,28.5,0,47.5,4.2,7.7,0,47.5,6.3,12.6,43000,25756,58719,21190,(X),(X),(X),(X),22.9,(X)
860Z200US95971,ZCTA5 95971,2162,202,6.6,4,0.5,0.6,7.7,4.2,7,4.4,11,4.9,19.6,6.8,13.3,5.1,18.7,7.1,6.2,4.1,9.4,5.9,71516,13141,90281,13422,43.8,(X),(X),(X),(X),(X),1370,194,1.2,1.8,0,2.9,0.6,0.9,12,7.2,10.2,6.7,16.1,6.7,16.5,6.5,24.2,9.2,12.2,6.9,7.1,6.2,87000,16732,99362,11391,(X),(X),38.9,(X),(X),(X),971,192,1.6,2.5,0,4,0.8,1.3,10.1,7.6,2.2,3.4,17.7,7.8,13.9,6.9,26.5,10.9,17.2,9.2,10,8.8,105880,12430,N,N,(X),(X),(X),(X),(X),(X),792,190,16,9.8,1.4,1.7,19.9,11.1,0.8,1.2,18.6,9.4,19.9,13.8,7.7,7,9.2,7.8,0,4.9,6.4,7.9,43409,12734,57588,19600,(X),(X),(X),(X),52.3,(X)
860Z200US95972,ZCTA5 95972,56,82,0,44,0,44,0,44,100,44,0,44,0,44,0,44,0,44,0,44,0,44,-,**,N,N,0,(X),(X),(X),(X),(X),56,82,0,44,0,44,0,44,100,44,0,44,0,44,0,44,0,44,0,44,0,44,-,**,N,N,(X),(X),0,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,N,N,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US95973,ZCTA5 95973,15106,668,4.7,1.4,1,0.5,6.8,1.8,8.2,1.8,9.3,1.7,14,2.3,11.8,1.6,20,2.3,10.4,1.8,13.8,2.4,87667,6957,114444,6859,37.2,(X),(X),(X),(X),(X),9585,575,2.5,1.1,0.3,0.3,3.8,1.8,8,2.4,6.5,2.1,15.6,2.9,11.3,1.7,21.4,3.1,13.5,2.6,17,3.2,105140,9577,131217,8985,(X),(X),37,(X),(X),(X),6858,506,1.1,1.3,0,0.6,1.5,1.4,3,1.4,4,1.8,12.8,3.2,12.3,2.3,25.4,3.7,17,3.2,23,4.1,126136,9092,N,N,(X),(X),(X),(X),(X),(X),5521,524,9.6,2.9,2.7,1.3,12.2,3.4,13.3,4.5,11.8,2.5,14.1,3.4,10.1,3.4,16.6,3.8,3.6,1.8,6,2.8,50826,10431,75896,10426,(X),(X),(X),(X),34.8,(X)
860Z200US95974,ZCTA5 95974,33,46,0,57.3,0,57.3,0,57.3,0,57.3,0,57.3,0,57.3,100,57.3,0,57.3,0,57.3,0,57.3,-,**,N,N,0,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),33,46,0,57.3,0,57.3,0,57.3,0,57.3,0,57.3,0,57.3,100,57.3,0,57.3,0,57.3,0,57.3,-,**,N,N,(X),(X),(X),(X),0,(X)
860Z200US95975,ZCTA5 95975,703,189,10.4,10.7,7.4,11.5,11.8,9.7,5.5,8.2,12.2,14.1,0,5.5,22.5,18.7,17.1,13.7,13.1,9.8,0,5.5,78201,65405,75270,15161,26.2,(X),(X),(X),(X),(X),402,148,0,9.5,0,9.5,4.5,7.2,9.7,13.9,26.1,23.8,10.7,18,16.4,20.8,9.7,16.3,22.9,18.2,0,9.5,69767,29871,89233,26352,(X),(X),33.3,(X),(X),(X),223,127,0,16.4,0,16.4,8.1,12.9,0,16.4,3.6,10.7,0,16.4,29.6,31.2,17.5,26.9,41.3,32.6,0,16.4,131250,80880,N,N,(X),(X),(X),(X),(X),(X),301,141,24.3,24.7,17.3,25.1,21.6,19.7,0,12.4,5.6,9.2,0,12.4,18.6,28.7,12.6,21.4,0,12.4,0,12.4,-,**,44545,22765,(X),(X),(X),(X),16.6,(X)
860Z200US95977,ZCTA5 95977,678,184,0.7,1.3,1.9,3,6,7.4,11.8,8.7,7.2,5.6,9.3,7.6,17.3,10,32,15.8,6.2,7.3,7.5,9.4,96071,34559,98845,18536,53.2,(X),(X),(X),(X),(X),475,163,0,8.1,0,8.1,0,8.1,10.9,10.3,0.8,1.7,9.1,8.9,17.7,13.5,41.9,21.3,8.8,10,10.7,13.3,130250,45396,117681,21438,(X),(X),49.5,(X),(X),(X),444,166,0,8.6,0,8.6,0,8.6,10.6,11,0.9,1.8,6.5,7.6,17.6,14.3,43.5,21.6,9.5,10.9,11.5,14.4,131833,43298,N,N,(X),(X),(X),(X),(X),(X),203,86,2.5,4.3,6.4,9.8,20.2,21.5,13.8,16.6,22.2,16.1,16.7,18.7,9.4,11.5,8.9,12.4,0,17.8,0,17.8,47821,19198,54051,16207,(X),(X),(X),(X),54.2,(X)
860Z200US95978,ZCTA5 95978,30,24,0,60.1,0,60.1,0,60.1,23.3,45.6,0,60.1,0,60.1,0,60.1,36.7,48.7,40,45.4,0,60.1,124318,85565,120803,53909,40,(X),(X),(X),(X),(X),23,25,0,68.6,0,68.6,52.2,52.2,0,68.6,0,68.6,0,68.6,0,68.6,47.8,52.2,0,68.6,0,68.6,-,**,N,N,(X),(X),52.2,(X),(X),(X),11,17,0,99.2,0,99.2,0,99.2,0,99.2,0,99.2,0,99.2,0,99.2,100,99.2,0,99.2,0,99.2,-,**,N,N,(X),(X),(X),(X),(X),(X),7,12,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),0,(X)
860Z200US95979,ZCTA5 95979,172,59,8.1,7.4,19.2,20.5,12.8,11.3,12.2,8.9,5.8,4.9,16.9,9.3,10.5,10.9,11.6,9.4,2.9,3.6,0,20.6,33000,20073,49715,12843,51.7,(X),(X),(X),(X),(X),91,32,6.6,9.6,0,33.9,14.3,16.6,1.1,2.7,1.1,2.1,29.7,15.2,19.8,18.8,22,18.4,5.5,6.4,0,33.9,73750,17387,76680,18843,(X),(X),42.9,(X),(X),(X),55,22,0,44.4,0,44.4,12.7,19.9,0,44.4,0,44.4,45.5,21.5,14.5,18.4,18.2,15.2,9.1,11.2,0,44.4,72750,23429,N,N,(X),(X),(X),(X),(X),(X),81,46,9.9,11.2,40.7,34.6,11.1,15.4,25.9,20.3,11.1,11.9,1.2,5.1,0,36.4,0,36.4,0,36.4,0,36.4,14844,10726,19149,5882,(X),(X),(X),(X),61.7,(X)
860Z200US95981,ZCTA5 95981,18,27,0,77.5,0,77.5,0,77.5,0,77.5,0,77.5,0,77.5,100,77.5,0,77.5,0,77.5,0,77.5,-,**,N,N,0,(X),(X),(X),(X),(X),18,27,0,77.5,0,77.5,0,77.5,0,77.5,0,77.5,0,77.5,100,77.5,0,77.5,0,77.5,0,77.5,-,**,N,N,(X),(X),0,(X),(X),(X),18,27,0,77.5,0,77.5,0,77.5,0,77.5,0,77.5,0,77.5,100,77.5,0,77.5,0,77.5,0,77.5,-,**,N,N,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US95982,ZCTA5 95982,1112,143,0,3.5,1.4,1.8,1.1,1.3,6.6,4.7,10.1,6.2,22.2,9,19.1,7.9,25.4,10.7,8,4.5,6.1,4.9,91481,14759,99890,10833,35,(X),(X),(X),(X),(X),891,134,1.1,1.9,3.5,3.6,0,4.4,2.8,4.3,8.4,6.6,21.4,9.4,15.5,7.9,31.8,12.8,7.9,4.5,7.6,6.2,98724,12684,106735,12351,(X),(X),35.9,(X),(X),(X),738,141,0,5.3,1.1,2,0,5.3,3.4,5.1,5.8,6.5,19.8,9,15,8.5,36.9,14.9,8.8,5.4,9.2,7.5,108457,12816,N,N,(X),(X),(X),(X),(X),(X),221,86,0,16.5,0,16.5,5.4,6.8,10.4,11.6,25.3,19.6,27.6,17.6,22.6,19.2,0,16.5,8.6,13.3,0,16.5,54306,11443,64377,16983,(X),(X),(X),(X),29,(X)
860Z200US95983,ZCTA5 95983,165,78,0,21.3,0,21.3,7.9,14.7,5.5,9.1,27.9,25.9,31.5,30.2,0,21.3,27.3,24,0,21.3,0,21.3,72596,50493,73585,21501,38.8,(X),(X),(X),(X),(X),124,74,0,27,0,27,10.5,18.2,7.3,12.7,6.5,15.8,39.5,36.9,0,27,36.3,33,0,27,0,27,73910,39045,82147,28183,(X),(X),51.6,(X),(X),(X),77,50,0,37.5,0,37.5,16.9,27.6,11.7,19.3,0,37.5,13,24.8,0,37.5,58.4,37.6,0,37.5,0,37.5,107031,102686,N,N,(X),(X),(X),(X),(X),(X),41,43,0,51.4,0,51.4,0,51.4,0,51.4,92.7,18.8,7.3,18.8,0,51.4,0,51.4,0,51.4,0,51.4,48177,1808,47690,1970,(X),(X),(X),(X),0,(X)
